Player_Name,Year,Month,Region,Platform,Days_Active,Sessions_Per_Month,Avg_Session_Time_Min,In_App_Purchase_USD,Clan_Joined,Update_Event,Satisfaction_Score,Churn_Risk_Score,Churned,Monthly_Active_Index
EliteLegend4568,2025,1,South America,iOS,7,22,49.63,7.07,No,Minor,8.4,12.48,1,154
ProDestroyer7084,2015,4,Asia,Android,2,89,14.41,4.6,Yes,Minor,3.4,14.4,1,178
NightWizard4674,2025,7,Europe,Android,29,87,12.95,0.72,No,Major,9,1.5,0,2523
SilentLegend5392,2018,7,Europe,iOS,29,6,10.58,4.78,No,Major,8,3.84,0,174
NightViper5218,2019,12,South America,iOS,16,98,34.93,15.49,No,Major,6.8,9.1,0,1568
ShadowWarrior2616,2018,5,Europe,iOS,29,93,11.78,3.01,Yes,Minor,3.7,3.53,0,2697
GhostRider6663,2026,12,North America,Android,4,30,7.3,0.6,Yes,Minor,8.6,11.91,0,120
IceKing9497,2022,6,Asia,iOS,6,43,23.29,1.55,No,Major,2.7,13.72,1,258
RoyalMaster3692,2023,2,Europe,Android,7,21,48.9,60.78,No,Major,9,12.01,1,147
UltraDestroyer1517,2014,5,Asia,iOS,30,115,13.58,0.72,Yes,Minor,7.8,1,0,3450
FireDestroyer5826,2016,7,North America,iOS,23,20,24.68,12.79,Yes,None,4.1,6.34,0,460
RoyalHunter2639,2015,9,Asia,iOS,19,31,28.97,23.31,No,Minor,2.6,7.62,0,589
IceWarrior6843,2025,6,North America,Android,28,53,53.18,5.05,No,None,5,3.35,0,1484
FireLegend5970,2026,12,South America,iOS,24,7,31.2,66.59,Yes,Minor,2.2,6.49,0,168
ProSniper2800,2016,10,Europe,Android,23,46,33.16,0.46,Yes,Minor,5.4,7.01,0,1058
IronDestroyer436,2023,4,South America,iOS,4,67,19,42.42,No,None,3,14.34,1,268
UltraSniper3963,2022,3,Europe,iOS,10,106,41.77,9.94,Yes,None,1,12.21,1,1060
EliteKnight5092,2026,9,South America,Android,29,33,6.41,9.68,No,Major,5.8,3.66,0,957
GhostRider4774,2022,7,North America,Android,4,6,58.04,12.78,No,None,3.7,12.94,1,24
WarLegend4753,2023,11,Europe,Android,20,111,32.4,71.09,No,Minor,6.5,6.84,0,2220
ProSniper4167,2015,6,South America,iOS,5,108,8.4,19.78,Yes,Major,3.8,12.5,1,540
WarViper6777,2016,7,Asia,iOS,14,18,35.75,42.17,Yes,None,7.2,8.74,0,252
IceLegend5037,2017,8,Asia,Android,11,16,33.27,0.56,No,Major,7,10.34,0,176
IceChampion8320,2022,5,South America,iOS,2,28,18.24,45.45,Yes,Minor,1.2,15.1,1,56
GhostViper1404,2016,3,North America,Android,9,32,16.48,4.8,Yes,None,7.2,11.12,0,288
GhostLegend9614,2026,3,South America,Android,22,107,19.89,7.57,No,Minor,2.6,8.06,0,2354
GhostChampion3286,2020,2,Asia,iOS,12,22,12.14,1.53,No,None,8.4,7.82,0,264
SilentKnight72,2025,8,Europe,Android,24,93,34.23,49.32,No,Major,2.1,7.33,0,2232
DarkWizard1046,2016,1,Europe,iOS,27,105,53.34,14.94,Yes,Minor,3.2,4.93,0,2835
UltraHunter41,2020,12,South America,Android,1,10,55.77,1.89,No,Minor,6.2,14.88,1,10
WarMaster9131,2020,8,Europe,iOS,22,113,57.41,10.13,Yes,Minor,4.8,7.15,0,2486
FireWarrior1749,2022,3,Asia,Android,15,34,38.02,9.6,Yes,Minor,9.9,6.49,0,510
IronKnight3750,2015,9,Europe,iOS,6,99,39.19,1.04,Yes,Minor,7.5,10.51,0,594
ProDestroyer9783,2026,12,South America,Android,24,38,22.08,8.54,No,None,3,6.1,0,912
FireTitan1032,2019,12,South America,iOS,29,87,53.69,6.93,No,None,7.6,2.41,0,2523
NightViper2349,2022,11,South America,iOS,17,62,31.85,50.38,No,None,4.2,8.64,0,1054
EliteSlayer9175,2025,2,Asia,iOS,21,32,20.36,32.88,No,Major,1.2,8.66,0,672
ProHunter2319,2025,10,North America,Android,15,76,58.11,3.49,Yes,Minor,3.5,9.17,0,1140
ToxicRaider374,2015,9,Europe,iOS,30,79,43.8,53.64,Yes,Major,9.5,2.2,0,2370
NightRaider1683,2015,6,South America,Android,14,57,30.56,27.19,No,Minor,2.2,10.01,0,798
IceSniper8967,2026,1,North America,Android,30,20,8.78,13.5,No,Major,6.2,3.39,0,600
IceSlayer7402,2018,5,South America,Android,19,30,12.71,11.34,Yes,Major,9.8,7.29,0,570
DarkTitan1996,2023,10,South America,iOS,22,69,15.81,52.3,Yes,Minor,5.7,5.19,0,1518
StormKnight2020,2023,9,Asia,Android,9,61,54.66,7.29,No,None,4,10.4,0,549
NightChampion8638,2025,6,Asia,Android,26,35,58.44,9.26,Yes,Minor,6.4,4.12,0,910
WarChampion4069,2023,7,North America,iOS,3,31,19.68,23.5,No,Minor,3.3,14.09,1,93
IronSniper6254,2021,4,South America,iOS,25,116,32.41,28.48,Yes,Major,8,3.31,0,2900
RoyalTitan9809,2024,1,Europe,iOS,28,112,48.55,7.93,Yes,None,8.8,3.2,0,3136
ShadowKing1133,2022,5,Europe,iOS,25,53,26.16,51.02,No,None,4.2,3.93,0,1325
SilentRider2215,2015,2,Europe,Android,15,13,32.08,5.92,No,Major,8,8.45,0,195
FireLegend1492,2018,8,North America,Android,17,30,53.82,8.54,No,Minor,8.5,5.89,0,510
WarSlayer7650,2020,4,Asia,Android,2,10,16.41,4.38,No,None,4.7,15.47,1,20
NightSniper6775,2019,1,North America,Android,27,11,59.66,15.4,Yes,None,9.5,3.06,0,297
IronKing9581,2019,10,Asia,Android,4,17,30.1,144.53,Yes,None,7.2,12.92,1,68
StormWizard7018,2020,7,Europe,iOS,14,53,19.21,25.32,No,Major,5.1,10.2,0,742
StormKing5686,2016,12,Europe,Android,11,14,54.09,12.75,No,None,6.5,10.89,0,154
ProViper5615,2026,11,Asia,iOS,27,47,9.21,81.4,Yes,None,5.5,2.6,0,1269
StormHunter5216,2016,2,Europe,iOS,12,114,40.33,1.01,No,None,2.5,12.13,1,1368
DarkKnight230,2023,3,North America,Android,23,53,8.39,6.73,No,None,5.2,5.97,0,1219
GhostRider7277,2022,9,Asia,Android,16,99,57.04,36.42,Yes,Major,6,9.31,0,1584
DarkLegend1618,2021,9,Europe,Android,12,116,40.18,14.86,Yes,Major,2.4,11.67,0,1392
GhostViper896,2018,2,South America,iOS,2,105,26.89,0.09,Yes,Minor,9,11.59,0,210
StormDestroyer6816,2019,3,Europe,iOS,7,22,28.34,12.2,Yes,Major,6.4,10.64,0,154
StormDestroyer4004,2024,11,South America,iOS,21,15,14.08,0.44,No,None,5.2,5.58,0,315
SilentLegend934,2025,12,Europe,Android,26,14,24.8,17.04,Yes,Major,8.1,3.22,0,364
DarkChampion2316,2023,9,South America,iOS,23,32,54.71,20.03,Yes,Minor,7.9,4.7,0,736
RoyalTitan4705,2014,1,Europe,iOS,30,89,49.3,4.5,Yes,None,4.5,3.85,0,2670
IceKnight9178,2023,2,South America,iOS,28,57,41.38,86.1,No,None,5,3.41,0,1596
RoyalKing8022,2025,11,Asia,iOS,25,58,58.23,35.89,Yes,Minor,5.2,5.93,0,1450
IronWarrior3829,2014,2,Asia,Android,25,29,36.54,12.47,No,None,2.3,5.76,0,725
RoyalDestroyer1803,2017,10,South America,iOS,3,10,14.7,7.41,Yes,Major,7.5,12.59,1,30
ToxicSniper2934,2015,3,Europe,Android,3,110,44.25,0.25,Yes,Major,2.6,15.45,1,330
UltraHunter7380,2024,10,North America,Android,13,15,37.56,23.64,Yes,None,1.7,9.73,0,195
UltraRaider3973,2020,3,North America,Android,7,37,29.01,6.1,No,Major,7,11.87,0,259
WarViper8055,2015,10,North America,Android,5,73,13.08,10.04,Yes,None,1.7,12.57,1,365
WarTitan5105,2023,2,North America,iOS,21,102,42.27,11.19,Yes,Minor,8.8,6.19,0,2142
IronHunter6359,2015,8,South America,Android,5,100,29.42,38.46,No,Major,4,13.63,1,500
FireHunter4777,2018,8,Asia,Android,25,111,36.82,38.13,No,Minor,3.1,6.53,0,2775
IceSniper8320,2017,8,Asia,iOS,20,50,22.35,29.94,No,None,4.8,6.36,0,1000
SilentWarrior6272,2021,2,North America,iOS,22,92,13.57,29.12,Yes,None,5.3,6.96,0,2024
SilentKing3185,2017,9,Asia,iOS,6,81,24.79,13.65,No,None,2.3,12.8,1,486
FireWizard1237,2025,11,South America,iOS,13,59,51.87,31.32,Yes,Minor,9,8.17,0,767
IceMaster8435,2019,7,North America,Android,7,111,13.78,39.06,Yes,Minor,2.6,14.25,1,777
EliteMaster3035,2018,12,South America,iOS,2,74,30.92,13.8,Yes,None,5.6,13.89,1,148
ProChampion3836,2024,5,South America,iOS,22,102,21.37,46.13,No,Major,6.4,5.85,0,2244
ToxicKnight7707,2015,7,Europe,Android,29,55,57.93,92.88,Yes,Major,6.9,4.14,0,1595
IronMaster3592,2024,8,South America,Android,9,29,9.66,3.85,Yes,None,5.6,12.56,1,261
FireTitan2298,2026,9,Europe,iOS,19,109,18.49,77.3,No,Minor,3.3,7.44,0,2071
GhostSlayer452,2025,2,North America,Android,2,27,29.73,5.64,No,None,1.6,15.1,1,54
ShadowDestroyer5197,2021,6,South America,iOS,13,54,18.6,54.37,No,None,9.5,8.54,0,702
ToxicKing5033,2015,9,Asia,iOS,8,50,43.86,38.09,No,None,8.2,10.27,0,400
FireChampion805,2022,6,North America,Android,16,81,25.4,49.55,No,Minor,3.5,9.59,0,1296
ShadowWizard5132,2022,2,South America,Android,1,96,47.94,12.36,Yes,Major,1.9,14.81,1,96
GhostDestroyer4660,2016,1,South America,Android,11,112,35.32,3.28,No,None,9.8,8.13,0,1232
SilentViper4134,2017,12,Asia,Android,8,48,28.48,5.04,Yes,Major,8.9,11.93,0,384
IceChampion4684,2021,3,Europe,iOS,21,17,25.07,7.27,Yes,None,6.5,4.69,0,357
DarkHunter5350,2022,11,South America,iOS,25,75,17.21,5.75,No,Major,5.7,5.14,0,1875
RoyalSlayer5804,2016,5,South America,Android,25,52,18.89,68.46,No,Major,3.6,6,0,1300
GhostViper5268,2018,7,Asia,iOS,20,21,14.7,3.39,No,None,4.2,7.98,0,420
WarKing3566,2024,10,North America,Android,1,77,51.85,23.15,No,Major,8.8,13.5,1,77
ProKnight3375,2021,10,South America,iOS,21,18,35.16,14.33,No,Minor,6.2,5.49,0,378
SilentDestroyer3775,2016,3,Europe,iOS,7,34,31.56,0.7,Yes,None,9.1,11.88,0,238
ToxicRider7469,2020,9,Europe,iOS,25,109,22.72,4.75,No,Major,8.8,2.61,0,2725
ToxicRaider6371,2024,10,Asia,iOS,26,106,33.43,54.23,No,Major,4.8,6.03,0,2756
IronDestroyer3768,2021,12,Europe,iOS,25,34,53.54,33.95,Yes,Major,2.3,5.25,0,850
RoyalViper8747,2023,4,South America,iOS,9,37,52.09,17.64,No,Minor,9.5,8.77,0,333
NightRaider7133,2024,10,Europe,Android,22,58,37.95,1.6,Yes,None,8.2,4.05,0,1276
WarWarrior9862,2016,2,South America,Android,2,61,34.15,2.98,No,None,4.3,15.88,1,122
IronSlayer1345,2015,3,Asia,Android,21,93,17.42,26.23,Yes,Major,9,5.72,0,1953
EliteMaster2214,2023,5,Europe,iOS,19,35,43.11,28.3,Yes,Minor,4.3,7.94,0,665
ToxicKnight963,2026,3,South America,Android,28,27,51.93,63.45,Yes,None,6.8,4.23,0,756
FireWarrior9015,2020,5,North America,iOS,6,56,21.81,4.6,Yes,Major,3.8,12.93,1,336
StormRider6715,2025,4,South America,iOS,27,95,28.95,20.94,Yes,Major,9.2,2.19,0,2565
UltraWarrior7882,2022,11,South America,iOS,5,101,10.87,11.27,No,Major,1.3,13.06,1,505
ProHunter7323,2014,10,Asia,Android,13,119,52.2,2.42,No,None,7.1,8.06,0,1547
StormSlayer2022,2016,3,South America,iOS,30,58,10.37,8.19,Yes,Minor,2.7,4.57,0,1740
ProChampion3657,2018,12,Asia,iOS,10,51,43.74,9.16,No,Major,1.9,13.04,1,510
EliteRider4187,2016,6,South America,Android,27,53,15.28,12.08,No,None,6.2,4.85,0,1431
DarkRider9757,2014,8,South America,Android,1,88,45.35,6.94,Yes,None,7.6,15.23,1,88
GhostKnight9116,2020,12,South America,Android,26,60,40.35,16.09,Yes,Minor,9.9,4.25,0,1560
ToxicWarrior5740,2020,4,Asia,iOS,26,96,42.97,18.65,Yes,Major,2.1,5.2,0,2496
EliteRaider1817,2023,9,South America,iOS,28,12,39.97,10.65,Yes,None,3.1,3.36,0,336
RoyalRider5377,2025,6,Asia,Android,18,26,26.82,9.35,No,Major,9.8,7.22,0,468
IronWizard7206,2021,5,North America,iOS,27,66,39.11,21.31,Yes,None,3.1,4.79,0,1782
NightHunter4353,2018,3,Asia,iOS,21,58,17.91,1.11,No,None,6.6,5.68,0,1218
FireLegend8961,2023,5,North America,iOS,14,39,20.07,40.26,Yes,Minor,7,7.37,0,546
GhostLegend1530,2025,5,Asia,Android,12,99,8.58,73.49,No,None,8.3,10.1,0,1188
GhostHunter310,2018,12,Asia,iOS,6,112,38.71,1.14,No,None,4.3,13.94,1,672
ShadowViper3808,2018,12,South America,Android,14,92,51.24,24.7,Yes,Minor,2.2,10.44,0,1288
RoyalChampion9449,2014,4,Europe,Android,17,19,25.81,5.81,Yes,None,1.4,10.64,0,323
NightSniper5261,2023,12,Europe,Android,7,118,16.48,11.24,No,Minor,1.8,11.79,0,826
IceWizard7275,2018,6,South America,iOS,3,113,50.32,6.31,Yes,None,6,12.23,1,339
ShadowChampion5576,2019,3,North America,iOS,17,99,40.43,4.82,No,None,4.3,7.27,0,1683
EliteRaider9847,2026,10,South America,iOS,23,9,54.14,11.63,No,Major,8.4,4.38,0,207
RoyalViper7630,2025,1,Europe,Android,23,90,5.34,9.29,No,Minor,4.7,5.45,0,2070
EliteViper3830,2014,7,Asia,Android,10,21,27.06,11.1,No,Minor,5.7,11.15,0,210
SilentTitan2374,2024,7,South America,iOS,3,96,54.55,33.01,No,Major,9.6,13.47,1,288
FireSlayer9236,2020,12,North America,iOS,16,7,42.15,76.93,Yes,None,5.8,7.15,0,112
ProDestroyer1372,2014,4,South America,Android,6,23,30.79,3.09,No,Minor,8.2,11.69,0,138
NightRider4057,2024,9,Europe,iOS,4,106,27.8,27.26,No,None,7.9,11.24,0,424
NightRider4519,2015,12,Asia,Android,30,95,54.23,15.93,No,Minor,3.3,2.38,0,2850
RoyalRider6521,2015,2,Europe,Android,20,85,50.75,9.34,No,Major,5.8,7.56,0,1700
UltraMaster5451,2018,1,Europe,Android,9,100,5.68,21.61,No,Minor,2.3,12.37,1,900
EliteHunter323,2023,3,Europe,Android,29,41,11.66,42.66,No,None,3.1,3.35,0,1189
GhostHunter542,2026,7,Europe,iOS,7,25,33.18,20.52,No,Minor,9.7,10.23,0,175
UltraTitan3423,2020,9,Asia,Android,16,105,11.3,24.32,No,Minor,2.5,9.38,0,1680
IronHunter6529,2014,2,Europe,Android,6,55,20.11,3.21,No,None,9.6,11,0,330
NightWizard3474,2023,6,North America,iOS,12,58,50.92,24.96,No,None,7.3,8.27,0,696
FireMaster7189,2014,3,North America,Android,25,15,26.24,85.55,No,Major,8.8,3.45,0,375
NightViper5622,2014,5,Europe,Android,29,69,29.8,64.18,Yes,Minor,2.9,4.24,0,2001
IceKnight809,2019,12,North America,Android,3,34,14.58,10.53,No,Minor,4.5,15,1,102
DarkHunter4731,2015,9,Europe,Android,12,94,38.13,42.79,No,None,8.5,8.6,0,1128
NightKing4911,2014,3,Asia,iOS,20,113,11.62,17.9,Yes,None,8.1,5.26,0,2260
RoyalChampion9873,2019,1,Asia,iOS,14,117,39.66,2.52,No,Major,7.4,8.12,0,1638
SilentViper66,2015,5,North America,iOS,14,47,46.07,76.52,Yes,None,3.7,9.55,0,658
ProLegend3820,2019,1,North America,iOS,9,118,53.05,19,Yes,None,5.3,11.58,0,1062
GhostWizard9809,2023,8,Europe,Android,4,40,37.03,2.24,Yes,None,5.2,14.38,1,160
IceTitan6955,2021,7,South America,Android,23,94,23.26,16.98,No,None,9.5,3.41,0,2162
IronSniper2213,2015,11,Europe,iOS,25,61,51.84,25.56,No,None,6.8,5.13,0,1525
DarkViper6650,2024,2,Europe,Android,20,110,37.81,5.42,No,Minor,4.1,8.1,0,2200
GhostRider775,2022,11,Asia,iOS,25,95,24.7,22.94,No,None,5.6,5.32,0,2375
ToxicRider6324,2021,9,South America,Android,15,30,22.74,67.59,No,Minor,9,9,0,450
NightRaider3522,2025,5,South America,iOS,7,111,22.63,5.27,Yes,None,7.5,12.55,1,777
NightDestroyer4622,2023,7,Europe,iOS,20,86,8.1,13.5,Yes,Major,6.5,7.84,0,1720
FireTitan2287,2014,4,Asia,iOS,19,101,10.57,7.54,No,Minor,5.9,7.49,0,1919
UltraKing4050,2020,12,North America,iOS,6,104,9.93,9.82,No,Minor,5.6,10.95,0,624
ToxicWarrior6084,2026,1,Asia,Android,19,105,22.17,36.29,Yes,None,5.1,8.45,0,1995
UltraViper7065,2023,8,North America,Android,7,102,31.07,34.69,No,Minor,9,11.34,0,714
RoyalMaster4747,2019,1,Asia,Android,1,64,13.12,0.17,Yes,Minor,1.3,15.55,1,64
IronLegend6702,2019,3,South America,iOS,7,94,50.54,2.6,No,Minor,3.7,13.21,1,658
ShadowKing804,2019,6,Asia,iOS,3,26,8.61,8.59,Yes,None,7.4,13.32,1,78
UltraLegend4579,2019,8,Europe,Android,25,28,56.99,7.22,Yes,Minor,8.9,3.21,0,700
EliteWarrior2730,2023,8,North America,Android,6,16,9.09,1.97,No,Minor,9.7,12.38,1,96
DarkWarrior8718,2020,2,Asia,Android,23,79,54.21,23.27,No,None,9.6,3.71,0,1817
StormSlayer5661,2025,9,Asia,Android,25,64,19.34,20.58,No,Major,4.4,3.78,0,1600
WarRaider1291,2016,4,North America,iOS,6,25,59.27,5.7,Yes,Minor,8.9,10.4,0,150
IceRaider7440,2019,4,Asia,iOS,26,84,33.67,8.98,Yes,None,5.9,3.37,0,2184
NightWarrior5275,2016,2,North America,Android,11,40,6.01,13.39,No,Major,4.3,12.27,1,440
WarMaster9732,2020,1,South America,Android,2,11,20.55,0.93,No,Minor,9.2,12.77,1,22
SilentSniper1458,2020,10,North America,Android,6,65,56.71,3.36,No,Minor,6.5,12.33,1,390
StormRider7365,2021,7,North America,iOS,22,57,21.48,20.82,Yes,None,7.9,6.69,0,1254
ProMaster9674,2015,11,South America,Android,18,32,24.78,13.3,No,Minor,3.3,7.99,0,576
DarkMaster28,2022,10,Asia,iOS,23,28,7.43,18.35,No,Major,4.6,5.56,0,644
StormWizard2998,2026,3,Asia,iOS,14,57,18.93,72.46,No,Major,1.4,9.16,0,798
DarkRaider9301,2018,4,South America,Android,12,17,19.26,28.17,No,Minor,2.1,11.26,0,204
IceDestroyer4425,2022,11,Europe,Android,9,82,44.38,68.99,Yes,None,6.8,11.06,0,738
SilentWizard4652,2023,9,North America,Android,13,111,32.82,17.88,No,Minor,3,10.84,0,1443
WarRaider3383,2018,6,Asia,iOS,26,99,13.86,0.03,No,Minor,4.7,3.6,0,2574
DarkLegend3123,2020,1,Asia,Android,20,76,48.76,1.97,Yes,None,4.7,7.33,0,1520
ProHunter3378,2024,9,North America,Android,27,5,38.63,23.88,Yes,Minor,7.9,1.88,0,135
IronMaster5863,2022,9,North America,iOS,21,108,19.77,7.28,Yes,Minor,6.1,6.15,0,2268
WarHunter5944,2017,5,North America,iOS,22,119,17.31,10.68,No,Minor,7.1,5.96,0,2618
FireMaster2975,2015,8,Europe,iOS,1,85,55.87,22.5,Yes,Major,2.1,15.06,1,85
RoyalTitan468,2022,7,South America,Android,8,45,40.04,8.11,Yes,Major,6.5,12.28,1,360
FireMaster1236,2026,11,Europe,iOS,28,63,49.41,41.37,No,Minor,6.6,2.28,0,1764
StormRaider8176,2015,8,Europe,iOS,29,17,17.4,9.8,Yes,Major,5.8,3.86,0,493
GhostKnight1064,2016,9,North America,iOS,9,58,37.38,0.91,Yes,Minor,1.9,11.48,0,522
SilentDestroyer5788,2023,2,South America,iOS,17,51,7.94,82.97,Yes,Major,7.9,8.82,0,867
FireWizard1716,2015,10,Asia,iOS,13,31,37.71,13.46,Yes,Minor,5.9,10.02,0,403
EliteKnight8209,2016,5,North America,Android,4,81,16.2,8.63,No,Minor,5.9,11.96,0,324
RoyalHunter2451,2019,8,South America,iOS,6,44,41.8,45.88,Yes,Minor,8.6,10.71,0,264
ToxicChampion6049,2016,3,Asia,iOS,13,95,56.26,39.45,No,None,3.2,11.38,0,1235
GhostKnight851,2023,11,Europe,iOS,26,36,30.23,0.77,Yes,Minor,5.6,3.15,0,936
NightSlayer7393,2021,11,South America,Android,17,62,21.8,33.05,Yes,Minor,7.7,7.04,0,1054
WarTitan4574,2024,6,Europe,Android,19,80,11.78,13.47,Yes,Minor,9.2,4.88,0,1520
RoyalRider6005,2019,6,Europe,iOS,30,47,41.88,22.38,Yes,Minor,8.7,2.09,0,1410
EliteTitan3008,2020,7,South America,iOS,23,56,37.13,3.16,No,Major,8,3.64,0,1288
EliteChampion7529,2014,11,Asia,iOS,24,81,34.95,22.02,Yes,Major,8.9,4.93,0,1944
IronTitan6315,2016,3,South America,iOS,29,84,56.48,5.23,No,Major,3.4,5.05,0,2436
IronLegend7193,2016,8,Asia,Android,8,38,58.8,2.5,Yes,Minor,5,11.27,0,304
ShadowLegend9497,2015,8,North America,Android,21,10,44.43,2.89,Yes,None,9.8,4.44,0,210
GhostKnight9239,2020,9,North America,Android,17,52,15.78,7.13,No,Major,1.1,10.06,0,884
DarkKing3998,2022,8,North America,iOS,17,22,57.07,95.71,No,Minor,9.9,5.3,0,374
RoyalTitan1014,2017,3,Europe,iOS,24,85,23.97,1.12,Yes,None,1.9,5.35,0,2040
NightMaster753,2025,6,North America,Android,21,115,9.35,8.04,Yes,Minor,9.2,3.97,0,2415
GhostSniper2537,2018,9,Europe,Android,15,43,18.26,14.89,Yes,Major,6.1,9.7,0,645
DarkWarrior6900,2016,1,Asia,iOS,27,82,50.67,4.64,No,Minor,3.7,5.27,0,2214
FireChampion1912,2024,3,South America,Android,25,11,16.21,65.2,Yes,Minor,9.6,4.77,0,275
GhostDestroyer4847,2022,2,South America,Android,1,10,26.73,12.34,Yes,Major,6.4,13.15,1,10
ProHunter1880,2017,12,Europe,Android,2,80,20.04,23.6,Yes,None,9,12.42,1,160
IronSlayer2074,2018,8,Europe,Android,20,102,7.63,8.92,No,Minor,4.4,5.91,0,2040
DarkViper9298,2014,6,Europe,Android,10,57,35.89,4.32,No,Minor,6.9,11.58,0,570
SilentMaster2482,2024,10,Asia,iOS,27,5,39.58,7.24,No,None,4.2,3.65,0,135
UltraWarrior5504,2025,11,Asia,iOS,16,118,48.51,6.56,No,Minor,9.9,7.77,0,1888
EliteDestroyer8798,2026,11,North America,iOS,23,33,27.81,37.62,Yes,Major,6,4.46,0,759
UltraWarrior9447,2015,8,North America,iOS,4,96,12.77,0.3,No,Minor,7.3,11.21,0,384
SilentTitan4382,2025,2,South America,Android,8,73,40.87,44.82,Yes,None,3.8,13.22,1,584
GhostSlayer4901,2026,11,North America,iOS,16,89,53.95,9.98,No,Minor,7.9,9.04,0,1424
SilentRaider8681,2022,6,Asia,Android,7,107,11.59,19.19,No,None,4.9,13.41,1,749
RoyalMaster9526,2015,7,Asia,Android,5,115,15.04,32.75,Yes,None,9.1,10.75,0,575
NightWarrior1905,2018,8,Asia,iOS,23,106,23.11,12.36,No,Major,5.9,6.58,0,2438
DarkChampion6552,2026,9,Asia,iOS,8,102,40.77,1.94,No,Minor,4.4,12.43,1,816
ToxicSlayer857,2021,5,South America,iOS,3,89,33.81,15.6,No,None,8.4,14.19,1,267
GhostHunter9629,2016,11,South America,iOS,3,92,44.18,2.59,Yes,None,6.4,12.44,1,276
FireTitan2958,2019,3,Asia,Android,18,53,6.72,34.82,Yes,Major,8.1,6.05,0,954
IceHunter7085,2017,2,Europe,Android,4,63,49.58,20.88,No,Minor,7.3,13.93,1,252
IceSniper629,2024,8,North America,Android,27,17,59.31,17.94,No,Minor,5.3,5.48,0,459
EliteRaider9150,2020,1,South America,iOS,4,49,7.57,0.01,No,Minor,6.9,12.55,1,196
RoyalHunter7893,2023,10,Europe,iOS,15,50,32.25,64.41,Yes,Minor,7.8,9.6,0,750
EliteViper7220,2026,6,North America,Android,30,27,45.7,2.79,No,None,7.3,1.03,0,810
ToxicWarrior56,2016,2,Europe,Android,15,36,31.2,4.05,No,Minor,3.9,9.88,0,540
RoyalSniper233,2019,3,Asia,iOS,29,76,37.61,85.6,Yes,None,4.6,4.43,0,2204
ProWarrior6061,2025,8,North America,iOS,4,115,55.65,1.88,No,Major,9.6,13.17,1,460
GhostWizard5484,2023,1,Europe,Android,2,79,34.69,27.07,No,None,3.8,14.14,1,158
ProTitan3963,2022,6,South America,Android,23,17,18.01,2,Yes,Minor,8.3,5.33,0,391
EliteRaider7071,2024,3,South America,Android,26,57,45.62,26.4,Yes,Minor,2.7,6.52,0,1482
StormMaster1370,2023,6,South America,iOS,3,24,25.65,44.03,No,Minor,4.5,15.43,1,72
StormHunter417,2014,3,North America,Android,28,5,20.68,8.61,No,Minor,4,5.35,0,140
UltraSniper2040,2016,11,Asia,Android,10,61,18.66,7.49,No,Major,6.5,11.28,0,610
ShadowSlayer1514,2015,11,Asia,iOS,1,70,9.36,54.06,Yes,Minor,9.4,13.68,1,70
GhostViper4170,2021,8,North America,Android,18,15,56.31,1.55,No,None,7.5,7.78,0,270
ProRaider7012,2020,5,North America,Android,5,50,35.98,8.54,No,Minor,2.3,13.32,1,250
EliteSniper5065,2015,4,Asia,Android,9,34,57.53,21.16,No,Minor,7.5,11.33,0,306
ProKing3847,2019,9,South America,iOS,20,73,52.4,23.26,No,None,1.2,6.85,0,1460
GhostRider7773,2016,5,Asia,iOS,6,11,6.66,12.07,Yes,Minor,7,13.46,1,66
FireLegend5810,2021,12,Asia,Android,19,28,18.6,38.43,Yes,Minor,8.9,7.04,0,532
IceKnight7113,2023,4,Europe,iOS,9,99,22.34,37.81,No,None,4.3,12.01,1,891
GhostSniper273,2026,8,South America,Android,18,52,31.94,33.97,No,None,7.5,6.8,0,936
StormSlayer7743,2016,8,North America,Android,24,98,44.39,3.75,Yes,None,6.7,3.62,0,2352
IceWizard5055,2023,8,Asia,iOS,15,47,42.44,20.81,Yes,Minor,1.8,9.48,0,705
EliteWarrior5185,2022,4,South America,Android,15,83,59.3,38.07,No,Minor,3.8,10.4,0,1245
FireRider7216,2014,1,North America,iOS,27,40,55.78,1.98,Yes,Minor,7.1,3.24,0,1080
RoyalKing426,2018,2,Europe,iOS,14,78,15.24,5.61,No,Minor,1.3,11.88,0,1092
StormKing243,2016,4,Europe,Android,30,5,52.29,76.32,Yes,Major,5.9,2.79,0,150
RoyalSlayer825,2019,10,South America,Android,3,11,51.36,12.39,Yes,Minor,5.9,14.68,1,33
WarKing3892,2023,2,Asia,iOS,8,48,36.61,15.11,No,None,8,11.95,0,384
NightRider6095,2015,11,North America,iOS,19,65,23.6,8.62,Yes,None,9.8,5.19,0,1235
ProDestroyer9463,2022,10,South America,Android,11,30,16.47,9.96,No,None,1.4,11.09,0,330
UltraRaider8601,2019,3,Europe,iOS,28,111,16.69,44.99,Yes,Minor,1.8,3.86,0,3108
NightSlayer1076,2020,9,North America,Android,28,111,23.58,4.7,No,Major,3.8,3.14,0,3108
GhostSniper1537,2018,9,North America,Android,4,117,32.72,6.55,Yes,None,6.2,12.21,1,468
ToxicWarrior8264,2022,11,Asia,iOS,15,34,37.11,13.89,Yes,Minor,1.2,11.02,0,510
IceRaider5791,2014,9,Europe,Android,24,5,22.88,7.44,Yes,Minor,3.6,4.58,0,120
